city,lon,lat,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,rain_1h,clouds_all,sunrise,sunset
Labrador City,-66.9114,52.9463,600,Snow,light snow,-0.46,-5.57,-1.05,-0.46,1003,98,4828.0,5.14,30,0.0,100,1732450071,1732479691
Baie-Comeau,-68.1489,49.2168,500,Rain,light rain,1.82,-0.93,1.82,1.82,996,100,10000.0,2.57,320,0.0,100,1732449441,1732480914
Rimouski,-68.524,48.4488,601,Snow,snow,1.82,-3.56,1.1,1.82,997,99,60.0,6.96,327,0.0,100,1732449361,1732481174
Rouyn-Noranda,-79.0288,48.2398,804,Clouds,overcast clouds,-4.95,-10.02,-4.95,-4.95,1017,93,9656.0,3.6,280,0.0,100,1732451840,1732483739
Sept-Îles,-66.3821,50.2001,500,Rain,light rain,3.93,0.47,3.24,4.0,995,90,10000.0,4.12,20,0.25,100,1732449244,1732480263
Val-d'Or,-77.7828,48.1002,804,Clouds,overcast clouds,-3.95,-9.61,-3.95,-3.95,1016,86,10000.0,4.63,300,0.0,100,1732451510,1732483471
Granby,-72.7324,45.4001,804,Clouds,overcast clouds,0.79,-2.63,-0.71,1.14,1011,68,10000.0,3.09,260,0.0,96,1732449750,1732482806
Saint-Hyacinthe,-72.9491,45.6168,803,Clouds,broken clouds,0.68,-4.73,0.08,1.66,1011,74,10000.0,6.3,278,0.0,53,1732449844,1732482816
Joliette,-73.4492,46.0168,802,Clouds,scattered clouds,0.24,-4.68,-0.03,1.67,1011,77,10000.0,5.11,291,0.0,25,1732450042,1732482858
Shawinigan,-72.7491,46.5668,803,Clouds,broken clouds,0.22,-3.31,-0.43,1.23,1008,74,10000.0,3.09,300,0.0,51,1732449983,1732482581
Salaberry-de-Valleyfield,-74.1325,45.2501,801,Clouds,few clouds,0.01,-3.98,-0.69,0.97,1013,71,10000.0,3.6,270,0.0,15,1732450058,1732483170
Stratford,-80.9497,43.3668,803,Clouds,broken clouds,-1.68,-1.68,-2.31,0.1,1019,99,10000.0,0.49,19,0.0,71,1732451351,1732485151
Collingwood,-80.2164,44.4834,803,Clouds,broken clouds,1.02,-1.42,-0.66,1.16,1018,87,10000.0,2.13,317,0.0,61,1732451376,1732484773
Gravenhurst,-79.3663,44.9168,800,Clear,clear sky,-4.9,-4.9,-4.9,-3.58,1018,93,10000.0,0.0,0,0.0,0,1732451252,1732484489
Huntsville,-79.2163,45.3334,800,Clear,clear sky,-3.71,-6.06,-5.29,-3.71,1018,93,10000.0,1.54,323,0.0,3,1732451295,1732484374
Kenora,-94.4337,49.8167,804,Clouds,overcast clouds,-2.46,-6.54,-2.9,-2.46,1018,80,10000.0,3.09,120,0.0,100,1732455894,1732487081
Cobourg,-78.1652,43.9598,800,Clear,clear sky,0.98,0.98,-0.05,0.99,1018,86,10000.0,1.03,310,0.0,10,1732450788,1732484377
Port Hope,-78.293,43.9512,801,Clouds,few clouds,0.83,0.83,-1.7,0.88,1018,86,10000.0,1.03,310,0.0,13,1732450817,1732484409
Midland,-79.883,44.7501,802,Clouds,scattered clouds,-1.19,-4.52,-1.45,1.79,1018,70,10000.0,2.58,9,0.0,49,1732451345,1732484644
Bracebridge,-79.3163,45.0334,800,Clear,clear sky,-4.71,-4.71,-4.73,-3.15,1018,93,10000.0,0.0,0,0.0,0,1732451262,1732484455
Parry Sound,-80.033,45.3501,800,Clear,clear sky,-1.97,-4.57,-1.97,2.95,1018,80,10000.0,1.87,3,0.0,8,1732451495,1732484567
Brandon,-99.9531,49.8469,804,Clouds,overcast clouds,-9.84,-16.84,-9.84,-9.84,1021,79,10000.0,6.17,260,0.0,100,1732457227,1732488398
Portage la Prairie,-98.2926,49.9728,804,Clouds,overcast clouds,-7.28,-13.31,-9.94,-7.28,1019,63,10000.0,4.1,245,0.0,100,1732456857,1732487970
Steinbach,-96.6845,49.5258,804,Clouds,overcast clouds,-2.7,-5.18,-3.52,-2.38,1018,94,1044.0,1.71,181,0.0,100,1732456367,1732487688
Thompson,-97.8558,55.7435,600,Snow,light snow,-14.91,-21.91,-14.91,-14.91,1030,92,10000.0,6.17,40,0.0,100,1732458340,1732486278
Dauphin,-100.0502,51.1494,600,Snow,light snow,-6.92,-9.72,-6.92,-6.92,1018,93,10000.0,1.54,290,0.0,100,1732457564,1732488108
Flin Flon,-101.865,54.7682,600,Snow,light snow,-12.88,-19.88,-12.88,-12.88,1028,94,167.0,4.12,36,0.0,100,1732458996,1732487546
The Pas,-101.2541,53.8251,600,Snow,light snow,-11.99,-18.99,-11.99,-11.99,1025,79,2012.0,5.14,40,0.0,100,1732458570,1732487680
Selkirk,-96.8845,50.1436,600,Snow,light snow,-3.09,-3.09,-3.27,-1.96,1018,91,624.0,0.45,148,0.0,100,1732456559,1732487592
Winkler,-97.941,49.1817,804,Clouds,overcast clouds,-6.9,-13.64,-7.02,-6.0,1019,73,10000.0,5.14,300,0.0,100,1732456591,1732488068
Morden,-98.1014,49.1919,804,Clouds,overcast clouds,-7.15,-13.96,-8.76,-7.08,1020,73,10000.0,5.14,300,0.0,100,1732456632,1732488104
Estevan,-102.9842,49.1334,800,Clear,clear sky,-14.88,-21.88,-14.89,-14.32,1025,78,10000.0,7.72,290,0.0,0,1732457792,1732489288
Weyburn,-103.8511,49.6668,804,Clouds,overcast clouds,-14.88,-21.88,-14.88,-14.88,1025,85,7021.0,7.72,310,0.0,95,1732458122,1732489375
North Battleford,-108.2847,52.7834,600,Snow,light snow,-12.95,-19.17,-15.33,-12.95,1030,85,8047.0,3.09,310,0.0,100,1732459967,1732489658
Humboldt,-105.1255,52.2001,804,Clouds,overcast clouds,-14.65,-21.65,-14.65,-14.65,1026,94,5411.0,4.96,351,0.0,100,1732459052,1732489056
Martensville,-106.6679,52.2834,803,Clouds,broken clouds,-19.08,-26.08,-19.08,-19.08,1028,84,10000.0,4.63,330,0.0,75,1732459445,1732489404
Meadow Lake,-108.4347,54.1335,804,Clouds,overcast clouds,-14.22,-18.31,-14.22,-14.22,1030,98,2068.0,1.65,353,0.0,100,1732460385,1732489312
Melfort,-104.6177,52.8667,600,Snow,light snow,-13.93,-20.93,-13.93,-13.93,1027,85,278.0,4.12,10,0.0,100,1732459109,1732488756
Kindersley,-109.1682,51.4668,801,Clouds,few clouds,-21.99,-28.99,-21.99,-21.99,1031,84,10000.0,3.09,310,0.0,20,1732459834,1732490215
Warman,-106.5679,52.3168,803,Clouds,broken clouds,-19.05,-26.05,-19.05,-19.05,1028,84,10000.0,4.63,330,0.0,75,1732459429,1732489371
Moose Jaw,-105.5344,50.4001,804,Clouds,overcast clouds,-14.86,-21.86,-14.86,-14.86,1027,85,8074.0,6.69,280,0.0,100,1732458698,1732489606
Red Deer,-113.802,52.2668,804,Clouds,overcast clouds,-16.73,-16.73,-16.73,-16.73,1035,85,10000.0,1.03,0,0.0,100,1732461154,1732491119
Grande Prairie,-118.8027,55.1667,803,Clouds,broken clouds,-18.9,-23.41,-18.9,-18.9,1032,84,10000.0,1.54,340,0.0,75,1732463190,1732491485
Medicine Hat,-110.6683,50.0501,801,Clouds,few clouds,-20.76,-26.76,-20.76,-20.45,1035,84,10000.0,2.06,230,0.0,20,1732459849,1732490920
Brooks,-111.8851,50.5834,802,Clouds,scattered clouds,-23.01,-23.01,-25.21,-23.01,1036,84,10000.0,1.03,250,0.0,27,1732460268,1732491085
Wetaskiwin,-113.3687,52.9668,804,Clouds,overcast clouds,-15.33,-15.33,-15.33,-15.29,1034,100,2999.0,1.2,256,0.0,99,1732461239,1732490827
Camrose,-112.8353,53.0168,804,Clouds,overcast clouds,-21.26,-25.63,-21.26,-21.26,1034,100,3499.0,1.37,306,0.0,95,1732461124,1732490685
Lloydminster,-110.0016,53.2835,801,Clouds,few clouds,-16.88,-23.88,-16.88,-16.88,1032,92,10000.0,3.6,310,0.0,20,1732460518,1732489932
Banff,-115.5698,51.1762,804,Clouds,overcast clouds,-14.79,-14.79,-22.43,-14.79,1026,85,5837.0,1.03,50,0.0,96,1732461299,1732491823
Canmore,-115.3521,51.0834,804,Clouds,overcast clouds,-21.94,-26.6,-21.94,-20.66,1027,99,7805.0,1.44,240,0.0,98,1732461224,1732491794
Vernon,-119.2691,50.2581,500,Rain,light rain,1.89,0.34,1.63,3.75,1018,91,120.0,1.54,250,0.63,100,1732461964,1732492934
Penticton,-119.5858,49.4806,500,Rain,light rain,3.81,3.81,3.6,4.12,1017,93,10000.0,1.03,0,0.16,100,1732461859,1732493192
Courtenay,-124.9936,49.6866,520,Rain,light intensity shower rain,5.22,2.37,3.4,5.77,1015,86,10000.0,3.6,320,0.0,100,1732463205,1732494441
Parksville,-124.3195,49.3163,804,Clouds,overcast clouds,6.09,6.09,4.82,6.8,1015,99,10000.0,1.03,140,0.0,100,1732462959,1732494365
Qualicum Beach,-124.4361,49.3468,804,Clouds,overcast clouds,5.74,5.74,4.69,6.66,1015,99,10000.0,1.03,140,0.0,99,1732462994,1732494386
Campbell River,-125.2446,50.0163,701,Mist,mist,3.75,3.75,2.55,4.74,1015,100,9656.0,0.0,0,0.0,100,1732463343,1732494425
Cranbrook,-115.7688,49.4999,600,Snow,light snow,-3.09,-3.09,-3.09,-3.09,1025,93,10000.0,0.0,0,0.0,100,1732460946,1732492272
Kimberley,-115.9855,49.6833,600,Snow,light snow,-4.55,-4.55,-4.55,-4.55,1025,93,10000.0,0.0,0,0.0,100,1732461041,1732492281
Nelson,-117.2855,49.4999,500,Rain,light rain,3.08,1.07,2.45,3.08,1019,87,1225.0,2.06,120,0.17,100,1732461311,1732492635
Revelstoke,-118.2023,50.9832,600,Snow,light snow,0.01,-2.52,0.01,0.01,1018,100,4828.0,2.06,130,0.0,100,1732461884,1732492502
Dawson City,-139.4263,64.0625,804,Clouds,overcast clouds,-15.51,-15.51,-15.51,-15.51,1021,95,10000.0,1.13,102,0.0,100,1732472181,1732492395
Hay River,-115.7999,60.8156,801,Clouds,few clouds,-16.01,-23.01,-16.02,-16.01,1027,78,10000.0,6.17,190,0.0,20,1732464650,1732488583
Inuvik,-133.7218,68.3499,600,Snow,light snow,-16.55,-23.55,-18.44,-16.52,1011,89,9656.0,4.12,80,0.0,100,1732475048,1732486789
Tuktoyaktuk,-133.0374,69.4541,600,Snow,light snow,-16.0,-23.0,-16.0,-16.0,1012,85,9656.0,5.14,140,0.0,100,1732477071,1732484438
Rankin Inlet,-92.0832,62.8173,802,Clouds,scattered clouds,-19.82,-26.82,-19.82,-19.82,1030,71,10000.0,5.14,290,0.0,40,1732460009,1732481837
Arviat,-94.0585,61.1088,800,Clear,clear sky,-24.95,-31.95,-24.95,-24.95,1032,77,10000.0,6.17,330,0.0,0,1732459566,1732483229
Iqaluit,-68.5145,63.7506,803,Clouds,broken clouds,-5.17,-5.17,-5.17,-5.15,1009,85,10000.0,0.0,0,0.0,75,1732454919,1732475612
Yellowknife,-114.3525,62.456,600,Snow,light snow,-9.23,-16.23,-9.71,-9.21,1024,93,10000.0,5.14,180,0.0,75,1732465156,1732487382
Whitehorse,-135.0538,60.7161,802,Clouds,scattered clouds,-16.8,-23.8,-17.21,-15.5,1025,84,10000.0,10.8,180,0.0,40,1732469231,1732493246
Watson Lake,-128.7089,60.0635,800,Clear,clear sky,-30.05,-30.05,-30.05,-30.05,1034,69,10000.0,0.0,0,0.0,0,1732467403,1732492027
