city,lon,lat,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,rain_1h,clouds_all,sunrise,sunset
San Leandro,-122.1561,37.7249,721,Haze,haze,12.95,,11.85,14.39,1020,87,10000.0,2.06,170,0.0,100,1732633262,1732668698
Hawthorne,-118.3526,33.9164,721,Haze,haze,18.79,,17.1,20.56,1019,74,10000.0,4.12,280,0.0,20,1732631806,1732668328
San Marcos,-117.1661,33.1434,800,Clear,clear sky,21.23,,17.9,23.21,1019,51,10000.0,3.6,230,0.0,0,1732631418,1732668147
Citrus Heights,-121.2811,38.7071,804,Clouds,overcast clouds,13.54,,12.47,14.34,1020,85,10000.0,4.12,180,0.0,100,1732633202,1732668339
Alhambra,-118.127,34.0953,804,Clouds,overcast clouds,19.19,,18.25,20.24,1019,53,10000.0,0.0,0,0.0,100,1732631776,1732668250
Tracy,-121.4252,37.7397,804,Clouds,overcast clouds,15.43,,13.79,16.03,1020,74,10000.0,1.34,341,0.0,100,1732633089,1732668521
Livermore,-121.768,37.6819,804,Clouds,overcast clouds,12.95,,11.22,13.78,1020,85,10000.0,1.79,257,0.0,100,1732633163,1732668612
Buena Park,-117.9981,33.8675,803,Clouds,broken clouds,21.14,,19.43,22.82,1019,56,10000.0,2.06,190,0.0,75,1732631715,1732668249
Merced,-120.7516,37.1666,804,Clouds,overcast clouds,13.89,,12.91,14.19,1020,89,10000.0,1.22,207,0.0,100,1732632842,1732668444
Chino,-117.6889,34.0122,803,Clouds,broken clouds,20.38,,19.37,21.61,1019,53,10000.0,2.57,260,0.0,75,1732631660,1732668156
Menifee,-117.1464,33.7284,803,Clouds,broken clouds,21.45,,19.89,22.42,1018,44,10000.0,1.34,219,0.0,75,1732631491,1732668064
Lake Forest,-117.6892,33.647,803,Clouds,broken clouds,20.82,,17.76,22.51,1019,55,10000.0,2.68,287,0.0,75,1732631611,1732668205
Napa,-122.3344,38.4832,804,Clouds,overcast clouds,11.29,,10.18,12.41,1020,78,10000.0,2.71,254,0.0,100,1732633420,1732668626
Redwood City,-122.2364,37.4852,701,Mist,mist,12.76,,11.97,14.45,1020,93,8047.0,3.09,340,0.0,100,1732633246,1732668753
Bellflower,-118.117,33.8817,802,Clouds,scattered clouds,20.54,,17.91,21.77,1019,63,10000.0,2.06,250,0.0,40,1732631745,1732668276
Indio,-116.2156,33.7206,800,Clear,clear sky,22.17,,21.68,23.89,1016,37,10000.0,2.57,150,0.0,0,1732631267,1732667842
Tustin,-117.8262,33.7459,803,Clouds,broken clouds,21.65,,19.47,22.78,1019,53,10000.0,1.79,226,0.0,75,1732631657,1732668225
Baldwin Park,-117.9609,34.0853,804,Clouds,overcast clouds,19.81,,18.84,21.51,1020,53,10000.0,0.45,290,0.0,100,1732631735,1732668211
Chino Hills,-117.7589,33.9938,803,Clouds,broken clouds,20.11,,19.11,21.35,1019,53,10000.0,2.57,230,0.0,75,1732631674,1732668175
Mountain View,-122.0838,37.3861,804,Clouds,overcast clouds,13.43,,12.03,14.84,1020,87,10000.0,3.09,340,0.0,100,1732633194,1732668731
Alameda,-121.8844,37.5999,804,Clouds,overcast clouds,12.54,,11.49,13.88,1020,88,10000.0,1.54,310,0.0,100,1732633178,1732668652
Upland,-117.6484,34.0975,803,Clouds,broken clouds,19.29,,18.39,20.63,1020,56,10000.0,2.57,230,0.0,75,1732631662,1732668134
Folsom,-121.1761,38.678,804,Clouds,overcast clouds,13.3,,12.37,14.23,1020,87,10000.0,4.12,180,0.0,100,1732633172,1732668318
San Ramon,-121.978,37.7799,721,Haze,haze,12.71,,11.38,14.11,1020,87,10000.0,1.54,310,0.0,100,1732633228,1732668647
Pleasanton,-121.8747,37.6624,804,Clouds,overcast clouds,12.75,,11.51,13.8,1020,88,10000.0,1.54,310,0.0,100,1732633185,1732668640
Lynwood,-118.2115,33.9303,721,Haze,haze,19.51,,17.28,21.03,1019,69,10000.0,4.12,280,0.0,20,1732631774,1732668292
Union City,-122.0192,37.5958,804,Clouds,overcast clouds,12.93,,11.88,14.45,1020,89,10000.0,0.89,209,0.0,100,1732633210,1732668685
Apple Valley,-117.1859,34.5008,804,Clouds,overcast clouds,17.41,,13.62,17.96,1017,57,10000.0,9.68,200,0.0,90,1732631606,1732667968
Redlands,-117.1825,34.0556,804,Clouds,overcast clouds,18.42,,16.75,20.31,1019,61,10000.0,0.45,338,0.0,100,1732631544,1732668028
Turlock,-120.8466,37.4947,800,Clear,clear sky,14.58,,14.16,14.96,1020,81,10000.0,0.45,59,0.0,0,1732632913,1732668418
Manteca,-121.216,37.7974,801,Clouds,few clouds,15.64,,14.55,16.06,1020,74,10000.0,1.54,230,0.0,20,1732633047,1732668462
Milpitas,-121.9066,37.4283,804,Clouds,overcast clouds,14.12,,12.49,15.46,1020,81,10000.0,2.57,330,0.0,100,1732633158,1732668683
Redondo Beach,-118.3884,33.8492,721,Haze,haze,18.53,,17.1,20.08,1019,75,10000.0,4.12,280,0.0,75,1732631806,1732668346
Centennial,-104.8769,39.5792,803,Clouds,broken clouds,11.9,,10.36,12.73,1007,38,10000.0,2.57,20,0.0,75,1732629399,1732664266
Boulder,-105.3505,40.0833,800,Clear,clear sky,6.22,,3.97,8.09,1008,48,10000.0,4.02,230,0.0,0,1732629593,1732664299
Greeley,-104.7091,40.4233,804,Clouds,overcast clouds,8.18,,7.75,9.42,1008,45,10000.0,0.45,51,0.0,96,1732629494,1732664090
Longmont,-105.1019,40.1672,800,Clear,clear sky,10.05,,8.28,12.25,1007,45,10000.0,2.57,340,0.0,0,1732629547,1732664226
Loveland,-105.075,40.3978,800,Clear,clear sky,8.4,,7.23,10.67,1007,42,10000.0,3.09,100,0.0,0,1732629578,1732664182
Hartford,-72.7662,41.7668,804,Clouds,overcast clouds,5.7,,4.35,9.41,1009,91,10000.0,2.57,10,0.0,100,1732622047,1732656201
Waterbury,-73.0515,41.5582,801,Clouds,few clouds,9.62,,6.44,11.1,1009,91,10000.0,2.57,10,0.0,20,1732622080,1732656305
Danbury,-73.454,41.3948,803,Clouds,broken clouds,11.95,,10.57,12.88,1010,74,10000.0,0.89,311,0.0,54,1732622149,1732656430
New Britain,-72.7795,41.6612,804,Clouds,overcast clouds,6.03,,4.76,8.08,1009,89,10000.0,2.57,10,0.0,100,1732622032,1732656223
